,0
82,C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl
83,C(C(C(C(Cl)(Cl)Cl)(F)F)(Cl)F)(Cl)F
84,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(F)F
85,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl
86,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F
87,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F
88,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl
89,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F
90,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F
91,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl
92,C(C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F
93,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(F)F
94,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl
95,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(F)F)(Cl)F
96,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F
97,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl
98,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F
99,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(F)F
100,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl
101,C(C(C(C(Cl)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F
102,C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F
103,C(C(C(C(F)(F)Cl)(F)F)(F)F)(Cl)Cl
104,C(C(C(C(F)(F)Cl)(F)F)(F)F)(Cl)F
105,C(C(C(C(F)(F)Cl)(F)F)(Cl)Cl)(F)F
106,C(C(C(C(F)(F)Cl)(F)F)(Cl)Cl)(Cl)Cl
107,C(C(C(C(F)(F)Cl)(F)F)(Cl)Cl)(Cl)F
108,C(C(C(C(F)(F)Cl)(F)F)(Cl)F)(F)F
109,C(C(C(C(F)(F)Cl)(F)F)(Cl)F)(Cl)Cl
110,C(C(C(C(F)(F)Cl)(F)F)(Cl)F)(Cl)F
111,C(C(C(C(F)(F)Cl)(Cl)Cl)(F)F)(F)F
112,C(C(C(C(F)(F)Cl)(Cl)Cl)(F)F)(Cl)Cl
113,C(C(C(C(F)(F)Cl)(Cl)Cl)(F)F)(Cl)F
114,C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(F)F
115,C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl
116,C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)Cl)(Cl)F
117,C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)F)(F)F
118,C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)F)(Cl)Cl
119,C(C(C(C(F)(F)Cl)(Cl)Cl)(Cl)F)(Cl)F
120,C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(F)F
121,C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(Cl)Cl
122,C(C(C(C(F)(F)Cl)(Cl)F)(F)F)(Cl)F
123,C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(F)F
124,C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(Cl)Cl
125,C(C(C(C(F)(F)Cl)(Cl)F)(Cl)Cl)(Cl)F
126,C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(F)F
127,C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(Cl)Cl
128,C(C(C(C(F)(F)Cl)(Cl)F)(Cl)F)(Cl)F
129,C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(F)F
130,C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(Cl)Cl
131,C(C(C(C(F)(Cl)Cl)(F)F)(F)F)(Cl)F
132,C(C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl)(F)F
133,C(C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)Cl
134,C(C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl)(Cl)F
135,C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(F)F
136,C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(Cl)Cl
137,C(C(C(C(F)(Cl)Cl)(F)F)(Cl)F)(Cl)F
138,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F)(F)F
139,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)Cl
140,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F)(Cl)F
141,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(F)F
142,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl
143,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Cl)(Cl)F
144,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)F)(F)F
145,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)Cl
146,C(C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)F)(Cl)F
147,C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(F)F
148,C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(Cl)Cl
149,C(C(C(C(F)(Cl)Cl)(Cl)F)(F)F)(Cl)F
150,C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(F)F
151,C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)Cl
152,C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl)(Cl)F
153,C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(F)F
154,C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(Cl)Cl
155,C(C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F)(Cl)F
