,0
112,C(C(C(F)(F)Cl)F)(Cl)F
113,C(C(C(F)(F)Cl)F)F
114,C(C(C(F)(F)Cl)F)Cl
115,C(C(C(F)(F)Cl)Cl)(F)F
116,C(C(C(F)(F)Cl)Cl)(Cl)Cl
117,C(C(C(F)(F)Cl)Cl)(Cl)F
118,C(C(C(F)(F)Cl)Cl)F
119,C(C(C(F)(F)Cl)Cl)Cl
120,C(C(C(F)(Cl)Cl)(F)F)(F)F
121,C(C(C(F)(Cl)Cl)(F)F)(Cl)Cl
122,C(C(C(F)(Cl)Cl)(F)F)(Cl)F
123,C(C(C(F)(Cl)Cl)(F)F)F
124,C(C(C(F)(Cl)Cl)(F)F)Cl
125,C(C(C(F)(Cl)Cl)(Cl)Cl)(F)F
126,C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)Cl
127,C(C(C(F)(Cl)Cl)(Cl)Cl)(Cl)F
128,C(C(C(F)(Cl)Cl)(Cl)Cl)F
129,C(C(C(F)(Cl)Cl)(Cl)Cl)Cl
130,C(C(C(F)(Cl)Cl)(Cl)F)(F)F
131,C(C(C(F)(Cl)Cl)(Cl)F)(Cl)Cl
132,C(C(C(F)(Cl)Cl)(Cl)F)(Cl)F
133,C(C(C(F)(Cl)Cl)(Cl)F)F
134,C(C(C(F)(Cl)Cl)(Cl)F)Cl
135,C(C(C(F)(Cl)Cl)F)(F)F
136,C(C(C(F)(Cl)Cl)F)(Cl)Cl
137,C(C(C(F)(Cl)Cl)F)(Cl)F
138,C(C(C(F)(Cl)Cl)F)F
139,C(C(C(F)(Cl)Cl)F)Cl
140,C(C(C(F)(Cl)Cl)Cl)(F)F
141,C(C(C(F)(Cl)Cl)Cl)(Cl)Cl
142,C(C(C(F)(Cl)Cl)Cl)(Cl)F
143,C(C(C(F)(Cl)Cl)Cl)F
144,C(C(C(F)(Cl)Cl)Cl)Cl
145,C(C(C(F)F)(F)F)(F)F
146,C(C(C(F)F)(F)F)(Cl)Cl
147,C(C(C(F)F)(F)F)(Cl)F
148,C(C(C(F)F)(F)F)F
149,C(C(C(F)F)(F)F)Cl
150,C(C(C(F)F)(Cl)Cl)(F)F
151,C(C(C(F)F)(Cl)Cl)(Cl)Cl
152,C(C(C(F)F)(Cl)Cl)(Cl)F
153,C(C(C(F)F)(Cl)Cl)F
154,C(C(C(F)F)(Cl)Cl)Cl
155,C(C(C(F)F)(Cl)F)(F)F
156,C(C(C(F)F)(Cl)F)(Cl)Cl
157,C(C(C(F)F)(Cl)F)(Cl)F
158,C(C(C(F)F)(Cl)F)F
159,C(C(C(F)F)(Cl)F)Cl
160,C(C(C(F)F)F)(F)F
161,C(C(C(F)F)F)(Cl)Cl
162,C(C(C(F)F)F)(Cl)F
163,C(C(C(F)F)F)F
164,C(C(C(F)F)F)Cl
165,C(C(C(F)F)Cl)(F)F
166,C(C(C(F)F)Cl)(Cl)Cl
167,C(C(C(F)F)Cl)(Cl)F
168,C(C(C(F)F)Cl)F
169,C(C(C(F)F)Cl)Cl
170,C(C(C(Cl)Cl)(F)F)(F)F
171,C(C(C(Cl)Cl)(F)F)(Cl)Cl
172,C(C(C(Cl)Cl)(F)F)(Cl)F
173,C(C(C(Cl)Cl)(F)F)F
174,C(C(C(Cl)Cl)(F)F)Cl
175,C(C(C(Cl)Cl)(Cl)Cl)(F)F
176,C(C(C(Cl)Cl)(Cl)Cl)(Cl)Cl
177,C(C(C(Cl)Cl)(Cl)Cl)(Cl)F
178,C(C(C(Cl)Cl)(Cl)Cl)F
179,C(C(C(Cl)Cl)(Cl)Cl)Cl
180,C(C(C(Cl)Cl)(Cl)F)(F)F
181,C(C(C(Cl)Cl)(Cl)F)(Cl)Cl
182,C(C(C(Cl)Cl)(Cl)F)(Cl)F
183,C(C(C(Cl)Cl)(Cl)F)F
184,C(C(C(Cl)Cl)(Cl)F)Cl
185,C(C(C(Cl)Cl)F)(F)F
186,C(C(C(Cl)Cl)F)(Cl)Cl
187,C(C(C(Cl)Cl)F)(Cl)F
188,C(C(C(Cl)Cl)F)F
189,C(C(C(Cl)Cl)F)Cl
190,C(C(C(Cl)Cl)Cl)(F)F
191,C(C(C(Cl)Cl)Cl)(Cl)Cl
192,C(C(C(Cl)Cl)Cl)(Cl)F
193,C(C(C(Cl)Cl)Cl)F
194,C(C(C(Cl)Cl)Cl)Cl
195,C(C(C(Cl)F)(F)F)(F)F
196,C(C(C(Cl)F)(F)F)(Cl)Cl
197,C(C(C(Cl)F)(F)F)(Cl)F
198,C(C(C(Cl)F)(F)F)F
199,C(C(C(Cl)F)(F)F)Cl
200,C(C(C(Cl)F)(Cl)Cl)(F)F
201,C(C(C(Cl)F)(Cl)Cl)(Cl)Cl
202,C(C(C(Cl)F)(Cl)Cl)(Cl)F
203,C(C(C(Cl)F)(Cl)Cl)F
204,C(C(C(Cl)F)(Cl)Cl)Cl
205,C(C(C(Cl)F)(Cl)F)(F)F
206,C(C(C(Cl)F)(Cl)F)(Cl)Cl
207,C(C(C(Cl)F)(Cl)F)(Cl)F
208,C(C(C(Cl)F)(Cl)F)F
209,C(C(C(Cl)F)(Cl)F)Cl
210,C(C(C(Cl)F)F)(F)F
211,C(C(C(Cl)F)F)(Cl)Cl
212,C(C(C(Cl)F)F)(Cl)F
213,C(C(C(Cl)F)F)F
214,C(C(C(Cl)F)F)Cl
215,C(C(C(Cl)F)Cl)(F)F
216,C(C(C(Cl)F)Cl)(Cl)Cl
217,C(C(C(Cl)F)Cl)(Cl)F
218,C(C(C(Cl)F)Cl)F
219,C(C(C(Cl)F)Cl)Cl
220,C(C(CF)(F)F)(F)F
221,C(C(CF)(F)F)(Cl)Cl
222,C(C(CF)(F)F)(Cl)F
223,C(C(CF)(F)F)F
224,C(C(CF)(F)F)Cl
225,C(C(CF)(Cl)Cl)(F)F
226,C(C(CF)(Cl)Cl)(Cl)Cl
227,C(C(CF)(Cl)Cl)(Cl)F
228,C(C(CF)(Cl)Cl)F
229,C(C(CF)(Cl)Cl)Cl
230,C(C(CF)(Cl)F)(F)F
231,C(C(CF)(Cl)F)(Cl)Cl
232,C(C(CF)(Cl)F)(Cl)F
233,C(C(CF)(Cl)F)F
234,C(C(CF)(Cl)F)Cl
235,C(C(CF)F)(F)F
236,C(C(CF)F)(Cl)Cl
237,C(C(CF)F)(Cl)F
238,C(C(CF)F)F
239,C(C(CF)F)Cl
240,C(C(CF)Cl)(F)F
241,C(C(CF)Cl)(Cl)Cl
242,C(C(CF)Cl)(Cl)F
243,C(C(CF)Cl)F
244,C(C(CF)Cl)Cl
245,C(C(CCl)(F)F)(F)F
246,C(C(CCl)(F)F)(Cl)Cl
247,C(C(CCl)(F)F)(Cl)F
248,C(C(CCl)(F)F)F
249,C(C(CCl)(F)F)Cl
250,C(C(CCl)(Cl)Cl)(F)F
251,C(C(CCl)(Cl)Cl)(Cl)Cl
252,C(C(CCl)(Cl)Cl)(Cl)F
253,C(C(CCl)(Cl)Cl)F
254,C(C(CCl)(Cl)Cl)Cl
255,C(C(CCl)(Cl)F)(F)F
256,C(C(CCl)(Cl)F)(Cl)Cl
257,C(C(CCl)(Cl)F)(Cl)F
258,C(C(CCl)(Cl)F)F
259,C(C(CCl)(Cl)F)Cl
260,C(C(CCl)F)(F)F
261,C(C(CCl)F)(Cl)Cl
262,C(C(CCl)F)(Cl)F
263,C(C(CCl)F)F
264,C(C(CCl)F)Cl
265,C(C(CCl)Cl)(F)F
266,C(C(CCl)Cl)(Cl)Cl
267,C(C(CCl)Cl)(Cl)F
268,C(C(CCl)Cl)F
269,C(C(CCl)Cl)Cl
